#ID = Affymetrix Probe Set ID
#GB_LIST = GenBank Accession Number
#ORF = gene name
#ORGANISM = 
#Annotation Date = The date that the annotations for this probe array were last updated. It will generally be earlier than the date when the annotations were posted on the Affymetrix web site.
#Sequence Type = Indicates whether the sequence is an Exemplar, Consensus or Control sequence. An Exemplar is a single nucleotide sequence taken directly from a public database. This sequence could be an mRNA or EST. A Consensus sequence, is a nucleotide sequence assembled by Affymetrix, based on one or more sequence taken from a public database.
#Sequence Source = The database from which the sequence used to design this probe set was taken.
#Target Description = GenBank description associated with the representative public identifier. Blank for some probe sets.
#Representative Public ID = The accession number of a representative sequence. Note that for consensus-based probe sets, the representative sequence is only one of several sequences (sequence sub-clusters) used to build the consensus sequence and it is not directly used to derive the probe sequences. The representative sequence is chosen during array design as a sequence that is best associated with the transcribed region being interrogated by the probe set. Refer to the "Sequence Source" field to determine the database used.
#Gene Title = Title of Gene represented by the probe set.
#Gene Symbol = A gene symbol, when one is available (from UniGene).
#EntrezGeneId = Entrez Gene Database UID
#RefSeq Transcript ID = References to multiple sequences in RefSeq. The field contains the ID and Description for each entry, and there can be multiple entries per ProbeSet.
#Gene Ontology Biological Process = Gene Ontology Consortium Biological Process derived from LocusLink.  Each annotation consists of three parts: "Accession Number // Description // Evidence". The description corresponds directly to the GO ID. The evidence can be "direct", or "extended".
#Gene Ontology Cellular Component = Gene Ontology Consortium Cellular Component derived from LocusLink.  Each annotation consists of three parts: "Accession Number // Description // Evidence". The description corresponds directly to the GO ID. The evidence can be "direct", or "extended".
#Gene Ontology Molecular Function = Gene Ontology Consortium Molecular Function derived from LocusLink.  Each annotation consists of three parts: "Accession Number // Description // Evidence". The description corresponds directly to the GO ID. The evidence can be "direct", or "extended".
#SPOT_ID = 
ID	GB_LIST	ORF	ORGANISM	Annotation Date	Sequence Type	Sequence Source	Target Description	Representative Public ID	Gene Title	Gene Symbol	EntrezGeneId	RefSeq Transcript ID	Gene Ontology Biological Process	Gene Ontology Cellular Component	Gene Ontology Molecular Function	SPOT_ID
Ag.2R.335.0_CDS_at	XM_312441		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000022164 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000022164 /EVID_CNT=47 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.335 /SEG=chr2R:-22045701,22048871	Ag.2R.335.0_CDS	AGAP002499-PA	AgaP_AGAP002499	1273463	XM_312441	0006573 // valine metabolic process // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation /// 0055114 // oxidation reduction // inferred from electronic annotation	0005739 // mitochondrion // inferred from electronic annotation	0004491 // methylmalonate-semialdehyde dehydrogenase (acylating) activity // inferred from electronic annotation /// 0016491 // oxidoreductase activity // inferred from electronic annotation /// 0018478 // malonate-semialdehyde dehydrogenase (acetylating) activity // inferred from electronic annotation	ENSANGT00000022164
Ag.2R.3350.0_CDS_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000029445 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000029445 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3350 /SEG=chr2R:-32217709,32221555	Ag.2R.3350.0_CDS	---	---		---	---	---	---	ENSANGT00000029445
Ag.2R.3351.0_CDS_s_at	XM_312767		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000020416 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000020416 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3351 /SEG=chr2R:-32301723,32302944	Ag.2R.3351.0_CDS	AGAP003082-PA	AgaP_AGAP003082	1273756	XM_312767	0006629 // lipid metabolic process // inferred from electronic annotation	---	---	ENSANGT00000020416
Ag.2R.3352.0_CDS_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000028887 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000028887 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3352 /SEG=chr2R:-32307338,32312583	Ag.2R.3352.0_CDS	---	---		---	---	---	---	ENSANGT00000028887
Ag.2R.3353.0_CDS_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000003165 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000003165 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3353 /SEG=chr2R:-32327277,32329678	Ag.2R.3353.0_CDS	---	---		---	---	---	---	ENSANGT00000003165
Ag.2R.3354.0_CDS_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000016627 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000016627 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3354 /SEG=chr2R:-32885602,32889861	Ag.2R.3354.0_CDS	---	---		---	---	---	---	ENSANGT00000016627
Ag.2R.3355.0_CDS_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000029586 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000029586 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3355 /SEG=chr2R:-32890261,32891845	Ag.2R.3355.0_CDS	---	---		---	---	---	---	ENSANGT00000029586
Ag.2R.3356.0_CDS_at	XM_312811		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000003199 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000003199 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3356 /SEG=chr2R:-32955240,32957985	Ag.2R.3356.0_CDS	AGAP003125-PA	AgaP_AGAP003125	1273797	XM_312811	---	---	---	ENSANGT00000003199
Ag.2R.3357.0_CDS_at	XM_001237495		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000003200 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000003200 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3357 /SEG=chr2R:-32963576,32990139	Ag.2R.3357.0_CDS	AGAP003128-PA	AgaP_AGAP003128	4576873	XM_001237495	---	---	---	ENSANGT00000003200
Ag.2R.3358.0_CDS_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000026132 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000026132 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3358 /SEG=chr2R:-33309694,33312403	Ag.2R.3358.0_CDS	---	---		---	---	---	---	ENSANGT00000026132
Ag.2R.3359.0_CDS_at	XM_312847		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000016578 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000016578 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3359 /SEG=chr2R:-33399934,33401329	Ag.2R.3359.0_CDS	AGAP003157-PA	AgaP_AGAP003157	1273828	XM_312847	0006281 // DNA repair // inferred from electronic annotation	---	0003677 // DNA binding // inferred from electronic annotation /// 0003684 // damaged DNA binding // inferred from electronic annotation /// 0003887 // DNA-directed DNA polymerase activity // inferred from electronic annotation	ENSANGT00000016578
Ag.2R.336.0_CDS_a_at	XM_550846		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000029080 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000029080 /EVID_CNT=46 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.336 /SEG=chr2R:+12994472,12999289	Ag.2R.336.0_CDS	AGAP001971-PA	AgaP_AGAP001971	3290537	XM_550846	---	0005737 // cytoplasm // inferred from electronic annotation	---	ENSANGT00000029080
Ag.2R.336.2_a_at	XM_550846		Anopheles gambiae	22-Jun-11	---	---	gb:BM593169 /FEA=EST /TIER=mRNA /EVID_CNT=28 /EVID_TYPE=EST /GENE_CLUSTER=AffxAg.336 /SEG=chr2R:+12994472,12999289	Ag.2R.336.2	AGAP001971-PA	AgaP_AGAP001971	3290537	XM_550846	---	0005737 // cytoplasm // inferred from electronic annotation	---	
Ag.2R.3360.0_CDS_a_at	XM_312854		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000016527 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000016527 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3360 /SEG=chr2R:-33446562,33449234	Ag.2R.3360.0_CDS	AGAP003163-PA	AgaP_AGAP003163	3290759	XM_312854	---	---	---	ENSANGT00000016527
Ag.2R.3361.0_CDS_at	XM_312857		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000016581 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000016581 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3361 /SEG=chr2R:-33491828,33494224	Ag.2R.3361.0_CDS	AGAP003166-PA	AgaP_AGAP003166	1273835	XM_312857	---	---	---	ENSANGT00000016581
Ag.2R.3362.0_CDS_at	XM_312877		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000014702 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000014702 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3362 /SEG=chr2R:-33584491,33585748	Ag.2R.3362.0_CDS	AGAP003180-PA	AgaP_AGAP003180	1273851	XM_312877	0006468 // protein phosphorylation // inferred from electronic annotation	---	0000166 // nucleotide binding // inferred from electronic annotation /// 0004672 // protein kinase activity // inferred from electronic annotation /// 0004674 // protein serine/threonine kinase activity // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation	ENSANGT00000014702
Ag.2R.3363.0_CDS_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000029087 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000029087 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3363 /SEG=chr2R:-33727170,33735013	Ag.2R.3363.0_CDS	---	---		---	---	---	---	ENSANGT00000029087
Ag.2R.3364.0_CDS_at	XM_312888		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000014791 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000014791 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3364 /SEG=chr2R:-33735117,33737003	Ag.2R.3364.0_CDS	AGAP003191-PA	AgaP_AGAP003191	1273862	XM_312888	0006486 // protein glycosylation // inferred from electronic annotation	0005794 // Golgi apparatus // inferred from electronic annotation /// 0016020 // membrane // inferred from electronic annotation /// 0016021 // integral to membrane // inferred from electronic annotation /// 0032580 // Golgi cisterna membrane // inferred from electronic annotation	0008417 // fucosyltransferase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation /// 0016757 // transferase activity, transferring glycosyl groups // inferred from electronic annotation	ENSANGT00000014791
Ag.2R.3365.0_CDS_at	XM_312896		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000003257 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000003257 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3365 /SEG=chr2R:-33764358,33772376	Ag.2R.3365.0_CDS	AGAP003198-PA	AgaP_AGAP003198	1273870	XM_312896	0032313 // regulation of Rab GTPase activity // inferred from electronic annotation	0005622 // intracellular // inferred from electronic annotation	0005097 // Rab GTPase activator activity // inferred from electronic annotation	ENSANGT00000003257
Ag.2R.3367.0_CDS_at	XM_312919		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000014717 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000014717 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3367 /SEG=chr2R:-33922310,33924016	Ag.2R.3367.0_CDS	AGAP003211-PA	AgaP_AGAP003211	1273887	XM_312919	---	---	---	ENSANGT00000014717
Ag.2R.3368.0_CDS_s_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000029675 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000029675 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3368 /SEG=chr2R:-34013526,34014291	Ag.2R.3368.0_CDS	---	---		---	---	---	---	ENSANGT00000029675
Ag.2R.3369.0_CDS_s_at	XM_312933		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000014730 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000014730 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3369 /SEG=chr2R:-34033168,34033995	Ag.2R.3369.0_CDS	AGAP003224-PA	AgaP_AGAP003224	1273899	XM_312933	---	0005634 // nucleus // inferred from electronic annotation	0008270 // zinc ion binding // inferred from electronic annotation	ENSANGT00000014730
Ag.2R.337.0_CDS_a_at	XM_312034		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000018713 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000018713 /EVID_CNT=46 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.337 /SEG=chr2R:-28576774,28588085	Ag.2R.337.0_CDS	AGAP002879-PA	AgaP_AGAP002879	1273088	XM_312034	0006508 // proteolysis // inferred from electronic annotation	---	0004197 // cysteine-type endopeptidase activity // inferred from electronic annotation /// 0008233 // peptidase activity // inferred from electronic annotation /// 0008234 // cysteine-type peptidase activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation	ENSANGT00000018713
Ag.2R.3370.0_CDS_at	XM_312934		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000028527 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000028527 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3370 /SEG=chr2R:-34035210,34036382	Ag.2R.3370.0_CDS	AGAP003226-PA	AgaP_AGAP003226	1273900	XM_312934	0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0007018 // microtubule-based movement // inferred from electronic annotation	0005622 // intracellular // inferred from electronic annotation /// 0030286 // dynein complex // inferred from electronic annotation	0000166 // nucleotide binding // inferred from electronic annotation /// 0003777 // microtubule motor activity // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0008134 // transcription factor binding // inferred from electronic annotation /// 0016887 // ATPase activity // inferred from electronic annotation /// 0017111 // nucleoside-triphosphatase activity // inferred from electronic annotation	ENSANGT00000028527
Ag.2R.3371.0_CDS_at	XM_312934		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000003286 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000003286 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3371 /SEG=chr2R:-34038819,34040783	Ag.2R.3371.0_CDS	AGAP003226-PA	AgaP_AGAP003226	1273900	XM_312934	0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0007018 // microtubule-based movement // inferred from electronic annotation	0005622 // intracellular // inferred from electronic annotation /// 0030286 // dynein complex // inferred from electronic annotation	0000166 // nucleotide binding // inferred from electronic annotation /// 0003777 // microtubule motor activity // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0008134 // transcription factor binding // inferred from electronic annotation /// 0016887 // ATPase activity // inferred from electronic annotation /// 0017111 // nucleoside-triphosphatase activity // inferred from electronic annotation	ENSANGT00000003286
Ag.2R.3372.0_CDS_at	XM_312935		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000014742 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000014742 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3372 /SEG=chr2R:-34048324,34049753	Ag.2R.3372.0_CDS	AGAP003227-PA	AgaP_AGAP003227	1273901	XM_312935	0006183 // GTP biosynthetic process // inferred from electronic annotation /// 0006228 // UTP biosynthetic process // inferred from electronic annotation /// 0006241 // CTP biosynthetic process // inferred from electronic annotation	---	0004550 // nucleoside diphosphate kinase activity // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation	ENSANGT00000014742
Ag.2R.3373.0_CDS_s_at	XM_312939		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000014787 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000014787 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3373 /SEG=chr2R:-34058927,34059524	Ag.2R.3373.0_CDS	AGAP003231-PA	AgaP_AGAP003231	1273905	XM_312939	0019684 // photosynthesis, light reaction // inferred from electronic annotation /// 0055114 // oxidation reduction // inferred from electronic annotation	---	0005506 // iron ion binding // inferred from electronic annotation /// 0008137 // NADH dehydrogenase (ubiquinone) activity // inferred from electronic annotation /// 0016491 // oxidoreductase activity // inferred from electronic annotation /// 0016651 // oxidoreductase activity, acting on NADH or NADPH // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation /// 0048038 // quinone binding // inferred from electronic annotation /// 0051536 // iron-sulfur cluster binding // inferred from electronic annotation /// 0051539 // 4 iron, 4 sulfur cluster binding // inferred from electronic annotation	ENSANGT00000014787
Ag.2R.3375.0_CDS_at	XM_001688359		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000027054 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000027054 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3375 /SEG=chr2R:-34378095,34380025	Ag.2R.3375.0_CDS	AGAP003241-PA	AgaP_AGAP003241	5667427	XM_001688359	---	---	---	ENSANGT00000027054
Ag.2R.3375.0_CDS_s_at	XM_001688359		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000027054 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000027054 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3375 /SEG=chr2R:-34378095,34380025	Ag.2R.3375.0_CDS	AGAP003241-PA	AgaP_AGAP003241	5667427	XM_001688359	---	---	---	ENSANGT00000027054
Ag.2R.3376.0_CDS_s_at	XM_312950		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000012948 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000012948 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3376 /SEG=chr2R:-34603471,34608859	Ag.2R.3376.0_CDS	AGAP003242-PA	AgaP_AGAP003242	1273915	XM_312950	---	---	---	ENSANGT00000012948
Ag.2R.3377.0_CDS_at	XM_307783		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000012929 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000012929 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3377 /SEG=chr2R:-35003987,35007134	Ag.2R.3377.0_CDS	AGAP003276-PA	AgaP_AGAP003276	1269178	XM_307783	---	---	---	ENSANGT00000012929
Ag.2R.3378.0_CDS_at	XM_307786		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000012958 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000012958 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3378 /SEG=chr2R:-35012782,35016459	Ag.2R.3378.0_CDS	AGAP003279-PA	AgaP_AGAP003279	1269180	XM_307786	---	---	0005488 // binding // inferred from electronic annotation	ENSANGT00000012958
Ag.2R.3379.0_CDS_at	XM_307792		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000012947 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000012947 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3379 /SEG=chr2R:-35161586,35163788	Ag.2R.3379.0_CDS	AGAP003284-PA	AgaP_AGAP003284	1269186	XM_307792	---	---	---	ENSANGT00000012947
Ag.2R.338.0_CDS_at	XM_312773		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000020446 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000020446 /EVID_CNT=45 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.338 /SEG=chr2R:-32378699,32379965	Ag.2R.338.0_CDS	AGAP003086-PA	AgaP_AGAP003086	1273762	XM_312773	---	---	---	ENSANGT00000020446
Ag.2R.3380.0_CDS_at	XM_001687768		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000027150 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000027150 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3380 /SEG=chr2R:-35419344,35438456	Ag.2R.3380.0_CDS	AGAP003287-PA	AgaP_AGAP003287	5667425	XM_001687768	---	---	---	ENSANGT00000027150
Ag.2R.3381.0_CDS_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000028937 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000028937 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3381 /SEG=chr2R:-35661338,35663018	Ag.2R.3381.0_CDS	---	---		---	---	---	---	ENSANGT00000028937
Ag.2R.3382.0_CDS_s_at	XM_001231179, XM_319529		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000017918 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000017918 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3382 /SEG=chr2R:-35756404,35757113	Ag.2R.3382.0_CDS	AGAP003304-PA	AgaP_AGAP003304	1279742	XM_001231179 /// XM_319529	---	---	---	ENSANGT00000017918
Ag.2R.3383.0_CDS_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000017947 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000017947 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3383 /SEG=chr2R:-35774736,35782124	Ag.2R.3383.0_CDS	---	---		---	---	---	---	ENSANGT00000017947
Ag.2R.3384.0_CDS_s_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000028696 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000028696 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3384 /SEG=chr2R:-35799064,35803735	Ag.2R.3384.0_CDS	---	---		---	---	---	---	ENSANGT00000028696
Ag.2R.3385.0_CDS_s_at	XM_319531		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000017733 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000017733 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3385 /SEG=chr2R:-35812899,35819316	Ag.2R.3385.0_CDS	AGAP003305-PA	AgaP_AGAP003305	1279738	XM_319531	---	0016020 // membrane // inferred from electronic annotation	---	ENSANGT00000017733
Ag.2R.3386.0_CDS_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000028282 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000028282 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3386 /SEG=chr2R:-35832564,35845011	Ag.2R.3386.0_CDS	---	---		---	---	---	---	ENSANGT00000028282
Ag.2R.3387.0_CDS_s_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000017946 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000017946 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3387 /SEG=chr2R:-36228535,36229991	Ag.2R.3387.0_CDS	---	---		---	---	---	---	ENSANGT00000017946
Ag.2R.3388.0_CDS_s_at	XM_319545		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000017835 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000017835 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3388 /SEG=chr2R:-36237252,36238545	Ag.2R.3388.0_CDS	AGAP003317-PA	AgaP_AGAP003317	1279767	XM_319545	---	---	---	ENSANGT00000017835
Ag.2R.339.0_UTR_s_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000020229 /FEA=ENS /TIER=UTR /ANNOT=ens:ENSANGT00000020229 /EVID_CNT=44 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.339 /SEG=chr2R:+43255435,43264758	Ag.2R.339.0_UTR	---	---		---	---	---	---	ENSANGT00000020229
Ag.2R.339.1_CDS_a_at	XM_313440		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000024544 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000024544 /EVID_CNT=39 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.339 /SEG=chr2R:+43253724,43259256	Ag.2R.339.1_CDS	AGAP003663-PA	AgaP_AGAP003663	1274337	XM_313440	0006468 // protein phosphorylation // inferred from electronic annotation	---	0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0004386 // helicase activity // inferred from electronic annotation /// 0004672 // protein kinase activity // inferred from electronic annotation /// 0004674 // protein serine/threonine kinase activity // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0008026 // ATP-dependent helicase activity // inferred from electronic annotation	ENSANGT00000024544
Ag.2R.3390.0_CDS_s_at	XM_319557		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000017856 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000017856 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3390 /SEG=chr2R:-36372705,36373501	Ag.2R.3390.0_CDS	AGAP003324-PA	AgaP_AGAP003324	1279744	XM_319557	---	---	---	ENSANGT00000017856
Ag.2R.3391.0_CDS_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000014536 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000014536 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3391 /SEG=chr2R:-36483392,36485936	Ag.2R.3391.0_CDS	---	---		---	---	---	---	ENSANGT00000014536
Ag.2R.3391.0_CDS_s_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000014536 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000014536 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3391 /SEG=chr2R:-36483392,36485936	Ag.2R.3391.0_CDS	---	---		---	---	---	---	ENSANGT00000014536
Ag.2R.3392.0_CDS_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000025878 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000025878 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3392 /SEG=chr2R:-36504043,36511242	Ag.2R.3392.0_CDS	---	---		---	---	---	---	ENSANGT00000025878
Ag.2R.3394.0_CDS_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000029361 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000029361 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3394 /SEG=chr2R:-36547561,36549945	Ag.2R.3394.0_CDS	---	---		---	---	---	---	ENSANGT00000029361
